00BS               20190214                                                                                   
0601BSP1Y       20190101003600100000050000 0100000000000450   
0601BSP1Y       20190101003650100000050000 0100000000000450   
0601BSP1Y       20190101003700100000050000 0100000000000450   
0601BSP1Y       20190101003750100000050000 0100000000000450   
0601BSP1Y       20190101003800100000050000 0100000000000450   
0601BSP1Y       20190101003850100000050000 0100000000000450   
0601BSP1Y       20190101003900100000050000 0100000000000450   
0601BSP1Y       20190101003950100000050000 0100000000000450   
0601BSP1Y       20190101004000100000050000 0100000000000450   
0601BSP1Y       20190101004050100000050000 0100000000000450   
0601BSP1Y       20190101004100100000050000 0100000000000450   
0601BSP1Y       20190101004150100000050000 0100000000000450   
0601BSP1Y       20190101004200100000050000 0100000000000450   
0601BSP1Y       20190101004250100000050000 0100000000000450   
0601BSP1Y       20190101004300100000050000 0100000000000450   
0601BSP1Y       20190101004350100000050000 0100000000000450   
0601BSP1Y       20190101004400100000050000 0100000000000450   
0601BSP1Y       20190101004450100000050000 0100000000000450   
0601BSP1Y       20190101004500100000050000 0100000000000450   
0601BSP1Y       20190101004550100000050000 0100000000000450   
0601BSP1Y       20190101004600100000050000 0100000000000450   
0601BSP1Y       20190101004650100000050000 0100000000000450   
0601BSP1Y       20190101004700100000050000 0100000000000450   
0601BSP1Y       20190101004750100000050000 0100000000000450   
0601BSP1Y       20190101004800100000050000 0100000000000450   
0601BSP1Y       20190101004850100000050000 0100000000000450   
0601BSP1Y       20190101004900100000050000 0100000000000450   
0601BSP1Y       20190101004950100000050000 0100000000000450   
0601BSP1Y       20190101005000100000050000 0100000000000450   
0601BSP1Y       20190101005050100000050000 0100000000000450   
0601BSP1Y       20190101005100100000050000 0100000000000450   
0601BSP1Y       20190101005150100000050000 0100000000000450   
0601BSP1Y       20190101005200100000050000 0100000000000450   
0601BSP1Y       20190101005250100000050000 0100000000000450   
0601BSP1Y       20190101005300100000050000 0100000000000450   
0601BSP1Y       20190101005350100000050000 0100000000000450   
0601BSP1Y       20190101005400100000050000 0100000000000450   
0601BSP1Y       20190101005450100000050000 0100000000000450   
0601BSP1Y       20190101005500100000050000 0100000000000450   
0601BSP1Y       20190101005550100000050000 0100000000000450   
0601BSP1Y       20190101005600100000050000 0100000000000450   
0601BSP1Y       20190101005650100000050000 0100000000000450   
0601BSP1Y       20190101005700100000050000 0100000000000450   
0601BSP1Y       20190101005750100000050000 0100000000000450   
0601BSP1Y       20190101005800100000050000 0100000000000450   
0601BSP1Y       20190101005850100000050000 0100000000000450   
0601BSP1Y       20190101005900100000050000 0100000000000450   
0601BSP1Y       20190101005950100000050000 0100000000000450   
0601BSP1Y       20190101006000100000050000 0100000000000450   
0601BSP1Y       20190101006050100000050000 0100000000000450   
0601BSP1Y       20190101006100100000050000 0100000000000450   
0601BSP1Y       20190101006150100000050000 0100000000000450   
0601BSP1Y       20190101006200100000050000 0100000000000450   
0601BSP1Y       20190101006250100000050000 0100000000000450   
0601BSP1Y       20190101006300100000050000 0100000000000450   
0601BSP1Y       20190101006350100000050000 0100000000000450   
0601BSP1Y       20190101006400100000050000 0100000000000450   
0601BSP1Y       20190101006450100000050000 0100000000000450   
0601BSP1Y       20190101006500100000050000 0100000000000450   
0601BSP1Y       20190101006550100000050000 0100000000000450   
0601BSP1Y       20190101006600100000050000 0100000000000450   
0601BSP1Y       20190101006650100000050000 0100000000000450   
0601BSP1Y       20190101006700100000050000 0100000000000450   
0601BSP1Y       20190101006750100000050000 0100000000000450   
0601BSP1Y       20190101006800100000050000 0100000000000450   
0601BSP1Y       20190101006850100000050000 0100000000000450   
0601BSP1Y       20190101006900100000050000 0100000000000450   
0601BSP1Y       20190101006950100000050000 0100000000000450   
0601BSP1Y       20190101007000100000050000 0100000000000450   
0601BSP1Y       20190101007050100000050000 0100000000000450   
0601BSP1Y       20190101007100100000050000 0100000000000450   
0601BSP1Y       20190101007150100000050000 0100000000000450   
0601BSP1Y       20190101007200100000050000 0100000000000450   
0601BSP1Y       20190101007250100000050000 0100000000000450   
0601BSP1Y       20190101007300100000050000 0100000000000450   
0601BSP1Y       20190101007350100000050000 0100000000000450   
0601BSP1Y       20190101007400100000050000 0100000000000450   
0601BSP1Y       20190101007450100000050000 0100000000000450   
0601BSP1Y       20190101007500100000050000 0100000000000450   
0601BSP1Y       20190101007550100000050000 0100000000000450   
0601BSP1Y       20190101007600100000050000 0100000000000450   
0601BSP1Y       20190101007650100000050000 0100000000000450   
0601BSP1Y       20190101007700100000050000 0100000000000450   
0601BSP1Y       20190101007750100000050000 0100000000000450   
0601BSP1Y       20190101007800100000050000 0100000000000450   
0601BSP1Y       20190101007850100000050000 0100000000000450   
0601BSP1Y       20190101007900100000050000 0100000000000450   
0601BSP1Y       20190101007950100000050000 0100000000000450   
0601BSP1Y       20190101008000100000050000 0100000000000450   
0601BSP1Y       20190101008050100000050000 0100000000000450   
0601BSP1Y       20190101008100100000050000 0100000000000450   
0601BSP1Y       20190101008150100000050000 0100000000000450   
0601BSP1Y       20190101008200100000050000 0100000000000450   
0601BSP1Y       20190101008250100000050000 0100000000000450   
0601BSP1Y       20190101008300100000050000 0100000000000450   
0601BSP1Y       20190101008350100000050000 0100000000000450   
0601BSP1Y       20190101008400100000050000 0100000000000450   
0601BSP1Y       20190101008450100000050000 0100000000000450   
0601BSP1Y       20190101008500100000050000 0100000000000450   
0601BSP1Y       20190101008550100000050000 0100000000000450   
0601BSP1Y       20190101008600100000050000 0100000000000450   
0601BSP1Y       20190101008650100000050000 0100000000000450   
0601BSP1Y       20190101008700100000050000 0100000000000450   
0601BSP1Y       20190101008750100000050000 0100000000000450   
0601BSP1Y       20190101008800100000050000 0100000000000450   
0601BSP1Y       20190101008850100000050000 0100000000000450   
0601BSP1Y       20190101008900100000050000 0100000000000450   
0601BSP1Y       20190101008950100000050000 0100000000000450   
0601BSP1Y       20190101009000100000050000 0100000000000450   
0601BSP1Y       20190101009050100000050000 0100000000000450   
0601BSP1Y       20190101009100100000050000 0100000000000450   
0601BSP1Y       20190101009150100000050000 0100000000000450   
0601BSP1Y       20190101009200100000050000 0100000000000450   
0601BSP1Y       20190101009250100000050000 0100000000000450   
0601BSP1Y       20190101009300100000050000 0100000000000450   
0601BSP1Y       20190101009350100000050000 0100000000000450   
0601BSP1Y       20190101009400100000050000 0100000000000450   
0601BSP1Y       20190101009450100000050000 0100000000000450   
0601BSP1Y       20190101009500100000050000 0100000000000450   
0601BSP1Y       20190101009550100000050000 0100000000000450   
0601BSP1Y       20190101009600100000050000 0100000000000450   
0601BSP1Y       20190101009650100000050000 0100000000000450   
0601BSP1Y       20190101009700100000050000 0100000000000450   
0601BSP1Y       20190101009750100000050000 0100000000000450   
0601BSP1Y       20190101009800100000050000 0100000000000450   
0601BSP1Y       20190101009850100000050000 0100000000000450   
0601BSP1Y       20190101009900100000050000 0100000000000450   
0601BSP1Y       20190101009950100000050000 0100000000000450   
0601BSP1Y       20190101010000100000100000 0100000000000450   
0601BSP1Y       20190101010100100000100000 0100000000000450   
0601BSP1Y       20190101010200100000100000 0100000000000450   
0601BSP1Y       20190101010300100000100000 0100000000000450   
0601BSP1Y       20190101010400100000100000 0100000000000450   
0601BSP1Y       20190101010500100000100000 0100000000000450   
0601BSP1Y       20190101010600100000100000 0100000000000450   
0601BSP1Y       20190101010700100000100000 0100000000000450   
0601BSP1Y       20190101010800100000100000 0100000000000450   
0601BSP1Y       20190101010900100000100000 0100000000000450   
0601BSP1Y       20190101011000100000100000 0100000000000450   
0601BSP1Y       20190101011100100000100000 0100000000000450   
0601BSP1Y       20190101011200100000100000 0100000000000450   
0601BSP1Y       20190101011300100000100000 0100000000000450   
0601BSP1Y       20190101011400100000100000 0100000000000450   
0601BSP1Y       20190101011500100000100000 0100000000000450   
0601BSP1Y       20190101011600100000100000 0100000000000450   
0601BSP1Y       20190101011700100000100000 0100000000000450   
0601BSP1Y       20190101011800100000100000 0100000000000450   
0601BSP1Y       20190101011900100000100000 0100000000000450   
0601BSP1Y       20190101012000100000100000 0100000000000450   
0601BSP1Y       20190101012100100000100000 0100000000000450   
0601BSP1Y       20190101012200100000100000 0100000000000450   
0601BSP1Y       20190101012300100000100000 0100000000000450   
0601BSP1Y       20190101012400100000100000 0100000000000450   
0601BSP1Y       20190101012500100000100000 0100000000000450   
0601BSP1Y       20190101012600100000100000 0100000000000450   
0601BSP1Y       20190101012700100000100000 0100000000000450   
0601BSP1Y       20190101012800100000100000 0100000000000450   
0601BSP1Y       20190101012900100000100000 0100000000000450   
0601BSP1Y       20190101013000100000100000 0100000000000450   
0601BSP1Y       20190101013100100000100000 0100000000000450   
0601BSP1Y       20190101013200100000100000 0100000000000450   
0601BSP1Y       20190101013300100000100000 0100000000000450   
0601BSP1Y       20190101013400100000100000 0100000000000450   
0601BSP1Y       20190101013500100000100000 0100000000000450   
0601BSP1Y       20190101013600100000100000 0100000000000450   
0601BSP1Y       20190101013700100000100000 0100000000000450   
0601BSP1Y       20190101013800100000100000 0100000000000450   
0601BSP1Y       20190101013900100000100000 0100000000000450   
0601BSP1Y       20190101014000100000100000 0100000000000450   
0601BSP1Y       20190101014100100000100000 0100000000000450   
0601BSP1Y       20190101014200100000100000 0100000000000450   
0601BSP1Y       20190101014300100000100000 0100000000000450   
