00AG               20181002                                                                                   
0601AGH2N       20190101000630100000005000 0200001700000270   
0601AGH2N       20190101000635100000005000 0200001720000270   
0601AGH2N       20190101000640100000005000 0200001790000280   
0601AGH2N       20190101000645100000005000 0200001810000280   
0601AGH2N       20190101000650100000005000 0200001890000290   
0601AGH2N       20190101000655100000005000 0200001900000290   
0601AGH2N       20190101000660100000005000 0200001980000300   
0601AGH2N       20190101000665100000005000 0200002000000300   
0601AGH2N       20190101000670100000005000 0200002080000310   
0601AGH2N       20190101000675100000005000 0200002100000310   
0601AGH2N       20190101000680100000005000 0200002180000320   
0601AGH2N       20190101000685100000005000 0200002200000320   
0601AGH2N       20190101000690100000005000 0200002280000330   
0601AGH2N       20190101000695100000005000 0200002300000330   
0601AGH2N       20190101000700100000005000 0200002380000340   
0601AGH2N       20190101000705100000005000 0200002400000340   
0601AGH2N       20190101000710100000005000 0200002490000350   
0601AGH2N       20190101000715100000005000 0200002510000350   
0601AGH2N       20190101000720100000005000 0200002600000360   
0601AGH2N       20190101000725100000005000 0200002610000360   
0601AGH2N       20190101000730100000005000 0200002710000370   
0601AGH2N       20190101000735100000005000 0200002720000370   
0601AGH2N       20190101000740100000005000 0200002820000380   
0601AGH2N       20190101000745100000005000 0200002910000390   
0601AGH2N       20190101000750100000005000 0200002930000390   
0601AGH2N       20190101000755100000005000 0200002950000390   
0601AGH2N       20190101000760100000005000 0200003050000400   
0601AGH2N       20190101000765100000005000 0200003140000410   
0601AGH2N       20190101000770100000005000 0200003160000410   
0601AGH2N       20190101000775100000005000 0200003180000410   
0601AGH2N       20190101000780100000005000 0200003280000420   
0601AGH2N       20190101000785100000005000 0200003300000420   
0601AGH2N       20190101000790100000005000 0200003400000430   
0601AGH2N       20190101000795100000005000 0200003420000430   
0601AGH2N       20190101000800100000005000 0200003530000440   
0601AGH2N       20190101000805100000005000 0200003550000440   
0601AGH2N       20190101000810100000005000 0200003650000450   
0601AGH2N       20190101000815100000005000 0200003670000450   
0601AGH2N       20190101000820100000005000 0200003700000450   
0601AGH2N       20190101000825100000005000 0200003800000460   
0601AGH2N       20190101000830100000005000 0200003910000470   
0601AGH2N       20190101000835100000005000 0200003930000470   
0601AGH2N       20190101000840100000005000 0200004040000480   
0601AGH2N       20190101000845100000005000 0200004060000480   
0601AGH2N       20190101000850100000005000 0200004170000490   
0601AGH2N       20190101000855100000005000 0200004280000500   
0601AGH2N       20190101000860100000005000 0200004310000500   
0601AGH2N       20190101000865100000005000 0200004420000510   
0601AGH2N       20190101000870100000005000 0200004530000520   
0601AGH2N       20190101000875100000005000 0200004560000520   
0601AGH2N       20190101000880100000005000 0200004670000530   
0601AGH2N       20190101000885100000005000 0200004700000530   
0601AGH2N       20190101000890100000005000 0200004810000540   
0601AGH2N       20190101000895100000005000 0200004930000550   
0601AGH2N       20190101000900100000005000 0200004960000550   
0601AGH2N       20190101000905100000005000 0200005080000560   
0601AGH2N       20190101000910100000005000 0200005110000560   
0601AGH2N       20190101000915100000005000 0200005220000570   
0601AGH2N       20190101000920100000005000 0200005250000570   
0601AGH2N       20190101000925100000005000 0200005370000580   
0601AGH2N       20190101000930100000005000 0200005500000590   
0601AGH2N       20190101000935100000005000 0200005530000590   
0601AGH2N       20190101000940100000005000 0200005650000600   
0601AGH2N       20190101000945100000005000 0200005680000600   
0601AGH2N       20190101000950100000005000 0200005810000610   
0601AGH2N       20190101000955100000005000 0200005840000610   
0601AGH2N       20190101000960100000005000 0200005960000620   
0601AGH2N       20190101000965100000005000 0200005990000620   
0601AGH2N       20190101000970100000005000 0200006120000630   
0601AGH2N       20190101000975100000005000 0200006150000630   
0601AGH2N       20190101000980100000005000 0200006280000640   
0601AGH2N       20190101000985100000005000 0200006320000640   
0601AGH2N       20190101000990100000005000 0200006450000650   
0601AGH2N       20190101000995100000005000 0200006580000660   
0601AGH2N       20190101001000100000050000 0200000000000690   
0601AGH2N       20190101001050100000050000 0200000000000740   
0601AGH2N       20190101001100100000050000 0200000000000790   
0601AGH2N       20190101001150100000050000 0200000000000840   
0601AGH2N       20190101001200100000050000 0200000000000890   
0601AGH2N       20190101001250100000050000 0200000000000940   
0601AGH2N       20190101001300100000050000 0200000000000990   
0601AGH2N       20190101001350100000050000 0200000000001040   
0601AGH2N       20190101001400100000050000 0200000000001080   
0601AGH2N       20190101001450100000050000 0200000000001130   
0601AGH2N       20190101001500100000050000 0200000000001180   
0601AGH2N       20190101001550100000050000 0200000000001220   
0601AGH2N       20190101001600100000050000 0200000000001270   
0601AGH2N       20190101001650100000050000 0200000000001330   
0601AGH2N       20190101001700100000050000 0200000000001370   
0601AGH2N       20190101001750100000050000 0200000000001420   
0601AGH2N       20190101001800100000050000 0200000000001460   
0601AGH2N       20190101001850100000050000 0200000000001500   
0601AGH2N       20190101001900100000050000 0200000000001540   
0601AGH2N       20190101001950100000050000 0200000000001580   
0601AGH2N       20190101002000100000050000 0200000000001610   
0601AGH2N       20190101002050100000050000 0200000000001640   
0601AGH2N       20190101002100100000050000 0200000000001680   
0601AGH2N       20190101002150100000050000 0200000000001710   
0601AGH2N       20190101002200100000050000 0200000000001730   
0601AGH2N       20190101002250100000050000 0200000000001760   
0601AGH2N       20190101002300100000050000 0200000000001790   
0601AGH2N       20190101002350100000050000 0200000000001820   
0601AGH2N       20190101002400100000050000 0200000000001850   
0601AGH2N       20190101002450100000050000 0200000000001870   
0601AGH2N       20190101002500100000050000 0200000000001890   
0601AGH2N       20190101002550100000050000 0200000000001920   
0601AGH2N       20190101002600100000050000 0200000000001940   
0601AGH2N       20190101002650100000050000 0200000000001960   
0601AGH2N       20190101002700100000050000 0200000000001980   
0601AGH2N       20190101002750100000050000 0200000000002000   
0601AGH2N       20190101002800100000050000 0200000000002020   
0601AGH2N       20190101002850100000050000 0200000000002040   
0601AGH2N       20190101002900100000050000 0200000000002060   
0601AGH2N       20190101002950100000050000 0200000000002070   
0601AGH2N       20190101003000100000500000 0200000000002160   
0601AGH2N       20190101003500100000500000 0200000000002290   
0601AGH2N       20190101004000100000500000 0200000000002390   
0601AGH2N       20190101004500100000500000 0200000000002480   
0601AGH2N       20190101005000100000500000 0200000000002540   
0601AGH2N       20190101005500100000500000 0200000000002600   
0601AGH2N       20190101006000100000500000 0200000000002640   
0601AGH2N       20190101006500100000500000 0200000000002690   
0601AGH2N       20190101007000100000500000 0200000000002730   
0601AGH2N       20190101007500100000500000 0200000000002760   
0601AGH2N       20190101008000100000500000 0200000000002790   
0601AGH2N       20190101008500100000500000 0200000000002820   
0601AGH2N       20190101009000100000500000 0200000000002830   
0601AGH2N       20190101009500100000500000 0200000000002850   
0601AGH3N       20190101000000100000025000 0300000020000000   
0601AGH3N       20190101000025100000005000 0300000020000000   
0601AGH3N       20190101000030100000005000 0300000020000000   
0601AGH3N       20190101000035100000005000 0300000020000000   
0601AGH3N       20190101000040100000005000 0300000020000000   
0601AGH3N       20190101000045100000005000 0300000020000000   
0601AGH3N       20190101000050100000005000 0300000020000000   
0601AGH3N       20190101000055100000005000 0300000020000000   
0601AGH3N       20190101000060100000005000 0300000020000000   
0601AGH3N       20190101000065100000005000 0300000020000000   
0601AGH3N       20190101000070100000005000 0300000020000000   
0601AGH3N       20190101000075100000005000 0300000020000000   
0601AGH3N       20190101000080100000005000 0300000020000000   
0601AGH3N       20190101000085100000005000 0300000020000000   
0601AGH3N       20190101000090100000005000 0300000020000000   
0601AGH3N       20190101000095100000005000 0300000020000000   
0601AGH3N       20190101000100100000005000 0300000020000000   
0601AGH3N       20190101000105100000005000 0300000020000000   
0601AGH3N       20190101000110100000005000 0300000020000000   
0601AGH3N       20190101000115100000005000 0300000020000000   
0601AGH3N       20190101000120100000005000 0300000020000000   
0601AGH3N       20190101000125100000005000 0300000020000000   
0601AGH3N       20190101000130100000005000 0300000020000000   
0601AGH3N       20190101000135100000005000 0300000020000000   
0601AGH3N       20190101000140100000005000 0300000020000000   
0601AGH3N       20190101000145100000005000 0300000020000000   
0601AGH3N       20190101000150100000005000 0300000020000000   
0601AGH3N       20190101000155100000005000 0300000020000000   
0601AGH3N       20190101000160100000005000 0300000020000000   
0601AGH3N       20190101000165100000005000 0300000020000000   
0601AGH3N       20190101000170100000005000 0300000020000000   
0601AGH3N       20190101000175100000005000 0300000020000000   
0601AGH3N       20190101000180100000005000 0300000020000000   
0601AGH3N       20190101000185100000005000 0300000020000000   
0601AGH3N       20190101000190100000005000 0300000020000000   
0601AGH3N       20190101000195100000005000 0300000020000000   
0601AGH3N       20190101000200100000005000 0300000020000000   
0601AGH3N       20190101000205100000005000 0300000020000000   
0601AGH3N       20190101000210100000005000 0300000020000000   
0601AGH3N       20190101000215100000005000 0300000020000000   
0601AGH3N       20190101000220100000005000 0300000020000000   
0601AGH3N       20190101000225100000005000 0300000020000000   
0601AGH3N       20190101000230100000005000 0300000020000000   
0601AGH3N       20190101000235100000005000 0300000020000000   
0601AGH3N       20190101000240100000005000 0300000020000000   
