00GL               20251204                                                                                   
0601GLB6N       20260101000705100000005000 0600000104000000   
0601GLB6N       20260101000710100000005000 0600000104000000   
0601GLB6N       20260101000715100000005000 0600000104000000   
0601GLB6N       20260101000720100000005000 0600000104000000   
0601GLB6N       20260101000725100000005000 0600000104000000   
0601GLB6N       20260101000730100000005000 0600000104000000   
0601GLB6N       20260101000735100000005000 0600000104000000   
0601GLB6N       20260101000740100000005000 0600000104000000   
0601GLB6N       20260101000745100000005000 0600000104000000   
0601GLB6N       20260101000750100000005000 0600000104000000   
0601GLB6N       20260101000755100000005000 0600000104000017   
0601GLB6N       20260101000760100000005000 0600000104000022   
0601GLB6N       20260101000765100000005000 0600000104000026   
0601GLB6N       20260101000770100000005000 0600000104000031   
0601GLB6N       20260101000775100000005000 0600000104000036   
0601GLB6N       20260101000780100000005000 0600000104000041   
0601GLB6N       20260101000785100000005000 0600000104000044   
0601GLB6N       20260101000790100000005000 0600000104000049   
0601GLB6N       20260101000795100000005000 0600000104000055   
0601GLB6N       20260101000800100000005000 0600000104000060   
0601GLB6N       20260101000805100000005000 0600000104000063   
0601GLB6N       20260101000810100000005000 0600000104000068   
0601GLB6N       20260101000815100000005000 0600000104000072   
0601GLB6N       20260101000820100000005000 0600000104000077   
0601GLB6N       20260101000825100000005000 0600000104000080   
0601GLB6N       20260101000830100000005000 0600000104000084   
0601GLB6N       20260101000835100000005000 0600000104000088   
0601GLB6N       20260101000840100000005000 0600000104000093   
0601GLB6N       20260101000845100000005000 0600000104000096   
0601GLB6N       20260101000850100000005000 0600000104000100   
0601GLB6N       20260101000855100000005000 0600000104000104   
0601GLB6N       20260101000860100000005000 0600000104000108   
0601GLB6N       20260101000865100000005000 0600000104000111   
0601GLB6N       20260101000870100000005000 0600000104000115   
0601GLB6N       20260101000875100000005000 0600000104000119   
0601GLB6N       20260101000880100000005000 0600000104000122   
0601GLB6N       20260101000885100000005000 0600000104000125   
0601GLB6N       20260101000890100000005000 0600000104000130   
0601GLB6N       20260101000895100000005000 0600000104000134   
0601GLB6N       20260101000900100000005000 0600000104000136   
0601GLB6N       20260101000905100000005000 0600000104000140   
0601GLB6N       20260101000910100000005000 0600000104000144   
0601GLB6N       20260101000915100000005000 0600000104000147   
0601GLB6N       20260101000920100000005000 0600000104000151   
0601GLB6N       20260101000925100000005000 0600000104000153   
0601GLB6N       20260101000930100000005000 0600000104000157   
0601GLB6N       20260101000935100000005000 0600000104000160   
0601GLB6N       20260101000940100000005000 0600000104000163   
0601GLB6N       20260101000945100000005000 0600000104000168   
0601GLB6N       20260101000950100000005000 0600000104000172   
0601GLB6N       20260101000955100000005000 0600000104000178   
0601GLB6N       20260101000960100000005000 0600000104000182   
0601GLB6N       20260101000965100000005000 0600000104000187   
0601GLB6N       20260101000970100000005000 0600000104000190   
0601GLB6N       20260101000975100000005000 0600000104000195   
0601GLB6N       20260101000980100000005000 0600000104000199   
0601GLB6N       20260101000985100000005000 0600000104000205   
0601GLB6N       20260101000990100000005000 0600000104000208   
0601GLB6N       20260101000995100000005000 0600000104000212   
0601GLB6N       20260101001000100000005000 0600000104000216   
0601GLB6N       20260101001005100000005000 0600000104000221   
0601GLB6N       20260101001010100000005000 0600000104000224   
0601GLB6N       20260101001015100000005000 0600000104000228   
0601GLB6N       20260101001020100000005000 0600000104000233   
0601GLB6N       20260101001025100000005000 0600000104000236   
0601GLB6N       20260101001030100000005000 0600000104000240   
0601GLB6N       20260101001035100000005000 0600000104000244   
0601GLB6N       20260101001040100000005000 0600000104000248   
0601GLB6N       20260101001045100000005000 0600000104000253   
0601GLB6N       20260101001050100000005000 0600000104000257   
0601GLB6N       20260101001055100000005000 0600000104000261   
0601GLB6N       20260101001060100000005000 0600000104000265   
0601GLB6N       20260101001065100000005000 0600000104000269   
0601GLB6N       20260101001070100000005000 0600000104000273   
0601GLB6N       20260101001075100000005000 0600000104000277   
0601GLB6N       20260101001080100000005000 0600000104000281   
0601GLB6N       20260101001085100000005000 0600000104000285   
0601GLB6N       20260101001090100000005000 0600000104000288   
0601GLB6N       20260101001095100000005000 0600000104000292   
0601GLB6N       20260101001100100000005000 0600000104000296   
0601GLB6N       20260101001105100000005000 0600000104000299   
0601GLB6N       20260101001110100000005000 0600000104000303   
0601GLB6N       20260101001115100000005000 0600000104000307   
0601GLB6N       20260101001120100000005000 0600000104000310   
0601GLB6N       20260101001125100000005000 0600000104000315   
0601GLB6N       20260101001130100000005000 0600000104000320   
0601GLB6N       20260101001135100000005000 0600000104000324   
0601GLB6N       20260101001140100000005000 0600000104000330   
0601GLB6N       20260101001145100000005000 0600000104000334   
0601GLB6N       20260101001150100000005000 0600000104000338   
0601GLB6N       20260101001155100000005000 0600000104000343   
0601GLB6N       20260101001160100000005000 0600000104000348   
0601GLB6N       20260101001165100000005000 0600000104000352   
0601GLB6N       20260101001170100000005000 0600000104000356   
0601GLB6N       20260101001175100000005000 0600000104000360   
0601GLB6N       20260101001180100000005000 0600000104000364   
0601GLB6N       20260101001185100000005000 0600000104000368   
0601GLB6N       20260101001190100000005000 0600000104000373   
0601GLB6N       20260101001195100000005000 0600000104000377   
0601GLB6N       20260101001200100000005000 0600000104000381   
0601GLB6N       20260101001205100000005000 0600000104000385   
0601GLB6N       20260101001210100000005000 0600000104000388   
0601GLB6N       20260101001215100000005000 0600000104000393   
0601GLB6N       20260101001220100000005000 0600000104000397   
0601GLB6N       20260101001225100000005000 0600000104000401   
0601GLB6N       20260101001230100000005000 0600000104000405   
0601GLB6N       20260101001235100000005000 0600000104000408   
0601GLB6N       20260101001240100000005000 0600000104000412   
0601GLB6N       20260101001245100000005000 0600000104000417   
0601GLB6N       20260101001250100000005000 0600000104000421   
0601GLB6N       20260101001255100000005000 0600000104000425   
0601GLB6N       20260101001260100000005000 0600000104000429   
0601GLB6N       20260101001265100000005000 0600000104000432   
0601GLB6N       20260101001270100000005000 0600000104000435   
0601GLB6N       20260101001275100000005000 0600000104000439   
0601GLB6N       20260101001280100000005000 0600000104000444   
0601GLB6N       20260101001285100000005000 0600000104000447   
0601GLB6N       20260101001290100000005000 0600000104000451   
0601GLB6N       20260101001295100000005000 0600000104000455   
0601GLB6N       20260101001300100000005000 0600000104000458   
0601GLB6N       20260101001305100000005000 0600000104000461   
0601GLB6N       20260101001310100000005000 0600000104000466   
0601GLB6N       20260101001315100000005000 0600000104000469   
0601GLB6N       20260101001320100000005000 0600000104000472   
0601GLB6N       20260101001325100000005000 0600000104000475   
0601GLB6N       20260101001330100000005000 0600000104000479   
0601GLB6N       20260101001335100000005000 0600000104000483   
0601GLB6N       20260101001340100000005000 0600000104000486   
0601GLB6N       20260101001345100000005000 0600000104000490   
0601GLB6N       20260101001350100000005000 0600000104000493   
0601GLB6N       20260101001355100000005000 0600000104000496   
0601GLB6N       20260101001360100000005000 0600000104000499   
0601GLB6N       20260101001365100000005000 0600000104000502   
0601GLB6N       20260101001370100000005000 0600000104000506   
0601GLB6N       20260101001375100000005000 0600000104000509   
0601GLB6N       20260101001380100000005000 0600000104000513   
0601GLB6N       20260101001385100000005000 0600000104000516   
0601GLB6N       20260101001390100000005000 0600000104000518   
0601GLB6N       20260101001395100000005000 0600000104000522   
0601GLB6N       20260101001400100000005000 0600000104000525   
0601GLB6N       20260101001405100000005000 0600000104000528   
0601GLB6N       20260101001410100000005000 0600000104000531   
0601GLB6N       20260101001415100000005000 0600000104000534   
0601GLB6N       20260101001420100000005000 0600000104000537   
0601GLB6N       20260101001425100000005000 0600000104000540   
0601GLB6N       20260101001430100000005000 0600000104000544   
0601GLB6N       20260101001435100000005000 0600000104000546   
0601GLB6N       20260101001440100000005000 0600000104000549   
0601GLB6N       20260101001445100000005000 0600000104000552   
0601GLB6N       20260101001450100000005000 0600000104000555   
0601GLB6N       20260101001455100000005000 0600000104000558   
0601GLB6N       20260101001460100000005000 0600000104000561   
0601GLB6N       20260101001465100000005000 0600000104000565   
0601GLB6N       20260101001470100000005000 0600000104000569   
0601GLB6N       20260101001475100000005000 0600000104000572   
0601GLB6N       20260101001480100000005000 0600000104000575   
0601GLB6N       20260101001485100000005000 0600000104000579   
0601GLB6N       20260101001490100000005000 0600000104000582   
0601GLB6N       20260101001495100000005000 0600000104000587   
0601GLB6N       20260101001500100000005000 0600000104000592   
0601GLB6N       20260101001505100000005000 0600000104000597   
0601GLB6N       20260101001510100000005000 0600000104000602   
0601GLB6N       20260101001515100000005000 0600000104000608   
0601GLB6N       20260101001520100000005000 0600000104000612   
0601GLB6N       20260101001525100000005000 0600000104000617   
0601GLB6N       20260101001530100000005000 0600000104000621   
0601GLB6N       20260101001535100000005000 0600000104000626   
0601GLB6N       20260101001540100000005000 0600000104000630   
0601GLB6N       20260101001545100000005000 0600000104000635   
0601GLB6N       20260101001550100000005000 0600000104000640   
0601GLB6N       20260101001555100000005000 0600000104000645   
0601GLB6N       20260101001560100000005000 0600000104000648   
0601GLB6N       20260101001565100000005000 0600000104000653   
0601GLB6N       20260101001570100000005000 0600000104000658   
0601GLB6N       20260101001575100000005000 0600000104000662   
0601GLB6N       20260101001580100000005000 0600000104000666   
0601GLB6N       20260101001585100000005000 0600000104000671   
0601GLB6N       20260101001590100000005000 0600000104000675   
