00TG               20151204                                                                                   
0601TGH6N       20160101001715100000005000 0600017410001014   
0601TGH6N       20160101001720100000005000 0600017530001018   
0601TGH6N       20160101001725100000005000 0600017650001022   
0601TGH6N       20160101001730100000005000 0600017790001027   
0601TGH6N       20160101001735100000005000 0600017920001031   
0601TGH6N       20160101001740100000005000 0600018040001035   
0601TGH6N       20160101001745100000005000 0600018180001040   
0601TGH6N       20160101001750100000005000 0600018310001045   
0601TGH6N       20160101001755100000005000 0600018430001049   
0601TGH6N       20160101001760100000005000 0600018580001054   
0601TGH6N       20160101001765100000005000 0600018710001059   
0601TGH6N       20160101001770100000005000 0600018830001062   
0601TGH6N       20160101001775100000005000 0600018980001068   
0601TGH6N       20160101001780100000005000 0600019110001072   
0601TGH6N       20160101001785100000005000 0600019230001076   
0601TGH6N       20160101001790100000005000 0600019380001081   
0601TGH6N       20160101001795100000005000 0600019510001085   
0601TGH6N       20160101001800100000005000 0600019630001089   
0601TGH6N       20160101001805100000005000 0600019780001094   
0601TGH6N       20160101001810100000005000 0600019910001098   
0601TGH6N       20160101001815100000005000 0600020040001103   
0601TGH6N       20160101001820100000005000 0600020190001108   
0601TGH6N       20160101001825100000005000 0600020330001112   
0601TGH6N       20160101001830100000005000 0600020450001116   
0601TGH6N       20160101001835100000005000 0600020610001122   
0601TGH6N       20160101001840100000005000 0600020740001126   
0601TGH6N       20160101001845100000005000 0600020870001130   
0601TGH6N       20160101001850100000005000 0600021030001135   
0601TGH6N       20160101001855100000005000 0600021170001140   
0601TGH6N       20160101001860100000005000 0600021300001144   
0601TGH6N       20160101001865100000005000 0600021460001149   
0601TGH6N       20160101001870100000005000 0600021600001154   
0601TGH6N       20160101001875100000005000 0600021740001158   
0601TGH6N       20160101001880100000005000 0600021910001164   
0601TGH6N       20160101001885100000005000 0600022050001168   
0601TGH6N       20160101001890100000005000 0600022190001173   
0601TGH6N       20160101001895100000005000 0600022360001178   
0601TGH6N       20160101001900100000005000 0600022500001183   
0601TGH6N       20160101001905100000005000 0600022640001187   
0601TGH6N       20160101001910100000005000 0600022810001193   
0601TGH6N       20160101001915100000005000 0600022960001197   
0601TGH6N       20160101001920100000005000 0600023100001202   
0601TGH6N       20160101001925100000005000 0600023270001207   
0601TGH6N       20160101001930100000005000 0600023410001211   
0601TGH6N       20160101001935100000005000 0600023550001215   
0601TGH6N       20160101001940100000005000 0600023720001221   
0601TGH6N       20160101001945100000005000 0600023860001225   
0601TGH6N       20160101001950100000005000 0600024000001229   
0601TGH6N       20160101001955100000005000 0600024170001235   
0601TGH6N       20160101001960100000005000 0600024320001239   
0601TGH6N       20160101001965100000005000 0600024460001243   
0601TGH6N       20160101001970100000005000 0600024630001249   
0601TGH6N       20160101001975100000005000 0600024770001253   
0601TGH6N       20160101001980100000005000 0600024910001256   
0601TGH6N       20160101001985100000005000 0600025080001262   
0601TGH6N       20160101001990100000005000 0600025220001266   
0601TGH6N       20160101001995100000005000 0600025360001270   
0601TGH6N       20160101002000100002000000 0600000000001895   
0601TGH6N       20160101004000100095999900 0600000000002232   
0601TGH7N       20160101000000100000120000 0700000040000034   
0601TGH7N       20160101000120100000005000 0700000040000033   
0601TGH7N       20160101000125100000005000 0700000040000031   
0601TGH7N       20160101000130100000005000 0700000040000030   
0601TGH7N       20160101000135100000005000 0700000040000029   
0601TGH7N       20160101000140100000005000 0700000040000028   
0601TGH7N       20160101000145100000005000 0700000040000027   
0601TGH7N       20160101000150100000005000 0700000040000026   
0601TGH7N       20160101000155100000005000 0700000040000025   
0601TGH7N       20160101000160100000005000 0700000040000025   
0601TGH7N       20160101000165100000005000 0700000040000024   
0601TGH7N       20160101000170100000005000 0700000040000023   
0601TGH7N       20160101000175100000005000 0700000040000023   
0601TGH7N       20160101000180100000005000 0700000040000022   
0601TGH7N       20160101000185100000005000 0700000040000021   
0601TGH7N       20160101000190100000005000 0700000040000021   
0601TGH7N       20160101000195100000005000 0700000040000020   
0601TGH7N       20160101000200100000005000 0700000040000020   
0601TGH7N       20160101000205100000005000 0700000040000019   
0601TGH7N       20160101000210100000005000 0700000040000019   
0601TGH7N       20160101000215100000005000 0700000040000018   
0601TGH7N       20160101000220100000005000 0700000040000018   
0601TGH7N       20160101000225100000005000 0700000040000018   
0601TGH7N       20160101000230100000005000 0700000040000017   
0601TGH7N       20160101000235100000005000 0700000040000017   
0601TGH7N       20160101000240100000005000 0700000040000016   
0601TGH7N       20160101000245100000005000 0700000040000016   
0601TGH7N       20160101000250100000005000 0700000040000016   
0601TGH7N       20160101000255100000005000 0700000040000016   
0601TGH7N       20160101000260100000005000 0700000040000015   
0601TGH7N       20160101000265100000005000 0700000040000015   
0601TGH7N       20160101000270100000005000 0700000040000015   
0601TGH7N       20160101000275100000005000 0700000040000014   
0601TGH7N       20160101000280100000005000 0700000040000014   
0601TGH7N       20160101000285100000005000 0700000040000014   
0601TGH7N       20160101000290100000005000 0700000040000014   
0601TGH7N       20160101000295100000005000 0700000040000013   
0601TGH7N       20160101000300100000005000 0700000040000013   
0601TGH7N       20160101000305100000005000 0700000040000013   
0601TGH7N       20160101000310100000005000 0700000040000013   
0601TGH7N       20160101000315100000005000 0700000040000013   
0601TGH7N       20160101000320100000005000 0700000040000012   
0601TGH7N       20160101000325100000005000 0700000040000012   
0601TGH7N       20160101000330100000005000 0700000040000012   
0601TGH7N       20160101000335100000005000 0700000040000012   
0601TGH7N       20160101000340100000005000 0700000040000012   
0601TGH7N       20160101000345100000005000 0700000040000012   
0601TGH7N       20160101000350100000005000 0700000040000011   
0601TGH7N       20160101000355100000005000 0700000040000011   
0601TGH7N       20160101000360100000005000 0700000040000011   
0601TGH7N       20160101000365100000005000 0700000040000011   
0601TGH7N       20160101000370100000005000 0700000040000011   
0601TGH7N       20160101000375100000005000 0700000040000011   
0601TGH7N       20160101000380100000005000 0700000040000010   
0601TGH7N       20160101000385100000005000 0700000040000010   
0601TGH7N       20160101000390100000005000 0700000040000010   
0601TGH7N       20160101000395100000005000 0700000040000010   
0601TGH7N       20160101000400100000005000 0700000040000010   
0601TGH7N       20160101000405100000005000 0700000040000010   
0601TGH7N       20160101000410100000005000 0700000040000010   
0601TGH7N       20160101000415100000005000 0700000040000010   
0601TGH7N       20160101000420100000005000 0700000040000009   
0601TGH7N       20160101000425100000005000 0700000040000009   
0601TGH7N       20160101000430100000005000 0700000040000009   
0601TGH7N       20160101000435100000005000 0700000040000009   
0601TGH7N       20160101000440100000005000 0700000040000009   
0601TGH7N       20160101000445100000005000 0700000040000009   
0601TGH7N       20160101000450100000005000 0700000040000009   
0601TGH7N       20160101000455100000005000 0700000040000009   
0601TGH7N       20160101000460100000005000 0700000040000009   
0601TGH7N       20160101000465100000005000 0700000040000009   
0601TGH7N       20160101000470100000005000 0700000040000008   
0601TGH7N       20160101000475100000005000 0700000040000008   
0601TGH7N       20160101000480100000005000 0700000040000008   
0601TGH7N       20160101000485100000005000 0700000040000008   
0601TGH7N       20160101000490100000005000 0700000040000008   
0601TGH7N       20160101000495100000005000 0700000040000008   
0601TGH7N       20160101000500100000005000 0700000040000008   
0601TGH7N       20160101000505100000005000 0700000040000008   
0601TGH7N       20160101000510100000005000 0700000040000008   
0601TGH7N       20160101000515100000005000 0700000040000008   
0601TGH7N       20160101000520100000005000 0700000040000008   
0601TGH7N       20160101000525100000005000 0700000040000008   
0601TGH7N       20160101000530100000005000 0700000040000008   
0601TGH7N       20160101000535100000005000 0700000040000007   
0601TGH7N       20160101000540100000005000 0700000040000007   
0601TGH7N       20160101000545100000005000 0700000040000007   
0601TGH7N       20160101000550100000005000 0700000040000007   
0601TGH7N       20160101000555100000005000 0700000040000007   
0601TGH7N       20160101000560100000005000 0700000040000007   
0601TGH7N       20160101000565100000005000 0700000040000007   
0601TGH7N       20160101000570100000005000 0700000040000007   
0601TGH7N       20160101000575100000005000 0700000040000007   
0601TGH7N       20160101000580100000005000 0700000040000007   
0601TGH7N       20160101000585100000005000 0700000040000007   
0601TGH7N       20160101000590100000005000 0700000040000007   
0601TGH7N       20160101000595100000005000 0700000040000007   
0601TGH7N       20160101000600100000005000 0700000040000007   
0601TGH7N       20160101000605100000005000 0700000040000007   
0601TGH7N       20160101000610100000005000 0700000040000007   
0601TGH7N       20160101000615100000005000 0700000040000006   
0601TGH7N       20160101000620100000005000 0700000040000006   
0601TGH7N       20160101000625100000005000 0700000040000006   
0601TGH7N       20160101000630100000005000 0700000040000006   
0601TGH7N       20160101000635100000005000 0700000040000006   
0601TGH7N       20160101000640100000005000 0700000040000006   
0601TGH7N       20160101000645100000005000 0700000040000006   
0601TGH7N       20160101000650100000005000 0700000040000006   
