00VD               20231110                                                                                   
0601VDB2N       20240101005650100000050000 0200000000003179   
0601VDB2N       20240101005700100000050000 0200000000003188   
0601VDB2N       20240101005750100000050000 0200000000003199   
0601VDB2N       20240101005800100000050000 0200000000003208   
0601VDB2N       20240101005850100000050000 0200000000003216   
0601VDB2N       20240101005900100000050000 0200000000003227   
0601VDB2N       20240101005950100000050000 0200000000003237   
0601VDB2N       20240101006000100000050000 0200000000003246   
0601VDB2N       20240101006050100000050000 0200000000003255   
0601VDB2N       20240101006100100000050000 0200000000003264   
0601VDB2N       20240101006150100000050000 0200000000003273   
0601VDB2N       20240101006200100000050000 0200000000003282   
0601VDB2N       20240101006250100000050000 0200000000003291   
0601VDB2N       20240101006300100000050000 0200000000003299   
0601VDB2N       20240101006350100000050000 0200000000003308   
0601VDB2N       20240101006400100000050000 0200000000003316   
0601VDB2N       20240101006450100000050000 0200000000003324   
0601VDB2N       20240101006500100000050000 0200000000003332   
0601VDB2N       20240101006550100000050000 0200000000003340   
0601VDB2N       20240101006600100000050000 0200000000003347   
0601VDB2N       20240101006650100000050000 0200000000003355   
0601VDB2N       20240101006700100000050000 0200000000003363   
0601VDB2N       20240101006750100000050000 0200000000003370   
0601VDB2N       20240101006800100000050000 0200000000003377   
0601VDB2N       20240101006850100000050000 0200000000003384   
0601VDB2N       20240101006900100000050000 0200000000003392   
0601VDB2N       20240101006950100000050000 0200000000003398   
0601VDB2N       20240101007000100000050000 0200000000003405   
0601VDB2N       20240101007050100000050000 0200000000003411   
0601VDB2N       20240101007100100000050000 0200000000003418   
0601VDB2N       20240101007150100000050000 0200000000003424   
0601VDB2N       20240101007200100000050000 0200000000003431   
0601VDB2N       20240101007250100000050000 0200000000003437   
0601VDB2N       20240101007300100000050000 0200000000003443   
0601VDB2N       20240101007350100000050000 0200000000003449   
0601VDB2N       20240101007400100000050000 0200000000003456   
0601VDB2N       20240101007450100000050000 0200000000003461   
0601VDB2N       20240101007500100000050000 0200000000003467   
0601VDB2N       20240101007550100000050000 0200000000003473   
0601VDB2N       20240101007600100000050000 0200000000003478   
0601VDB2N       20240101007650100000050000 0200000000003485   
0601VDB2N       20240101007700100000050000 0200000000003490   
0601VDB2N       20240101007750100000050000 0200000000003495   
0601VDB2N       20240101007800100000050000 0200000000003500   
0601VDB2N       20240101007850100000050000 0200000000003506   
0601VDB2N       20240101007900100000050000 0200000000003511   
0601VDB2N       20240101007950100000050000 0200000000003516   
0601VDB2N       20240101008000100000050000 0200000000003521   
0601VDB2N       20240101008050100000050000 0200000000003527   
0601VDB2N       20240101008100100000050000 0200000000003531   
0601VDB2N       20240101008150100000050000 0200000000003536   
0601VDB2N       20240101008200100000050000 0200000000003541   
0601VDB2N       20240101008250100000050000 0200000000003545   
0601VDB2N       20240101008300100000050000 0200000000003550   
0601VDB2N       20240101008350100000050000 0200000000003554   
0601VDB2N       20240101008400100000050000 0200000000003560   
0601VDB2N       20240101008450100000050000 0200000000003564   
0601VDB2N       20240101008500100000050000 0200000000003569   
0601VDB2N       20240101008550100000050000 0200000000003573   
0601VDB2N       20240101008600100000050000 0200000000003577   
0601VDB2N       20240101008650100000050000 0200000000003581   
0601VDB2N       20240101008700100000050000 0200000000003586   
0601VDB2N       20240101008750100000050000 0200000000003590   
0601VDB2N       20240101008800100000050000 0200000000003594   
0601VDB2N       20240101008850100000050000 0200000000003598   
0601VDB2N       20240101008900100000050000 0200000000003602   
0601VDB2N       20240101008950100000050000 0200000000003606   
0601VDB2N       20240101009000100000050000 0200000000003610   
0601VDB2N       20240101009050100000050000 0200000000003613   
0601VDB2N       20240101009100100000050000 0200000000003616   
0601VDB2N       20240101009150100000050000 0200000000003620   
0601VDB2N       20240101009200100000050000 0200000000003623   
0601VDB2N       20240101009250100000050000 0200000000003625   
0601VDB2N       20240101009300100000050000 0200000000003628   
0601VDB2N       20240101009350100000050000 0200000000003631   
0601VDB2N       20240101009400100000050000 0200000000003635   
0601VDB2N       20240101009450100000050000 0200000000003637   
0601VDB2N       20240101009500100000050000 0200000000003640   
0601VDB2N       20240101009550100000050000 0200000000003642   
0601VDB2N       20240101009600100000050000 0200000000003645   
0601VDB2N       20240101009650100000050000 0200000000003649   
0601VDB2N       20240101009700100000050000 0200000000003651   
0601VDB2N       20240101009750100000050000 0200000000003654   
0601VDB2N       20240101009800100000050000 0200000000003656   
0601VDB2N       20240101009850100000050000 0200000000003659   
0601VDB2N       20240101009900100000050000 0200000000003661   
0601VDB2N       20240101009950100000050000 0200000000003664   
0601VDB2N       20240101010000100040000000 0200000000003666   
0601VDB3N       20240101000000100000540000 0300000000000000   
0601VDB3N       20240101000540100000005000 0300000000000005   
0601VDB3N       20240101000545100000005000 0300000000000007   
0601VDB3N       20240101000550100000005000 0300000000000010   
0601VDB3N       20240101000555100000005000 0300000000000013   
0601VDB3N       20240101000560100000005000 0300000000000015   
0601VDB3N       20240101000565100000005000 0300000000000017   
0601VDB3N       20240101000570100000005000 0300000000000021   
0601VDB3N       20240101000575100000005000 0300000000000026   
0601VDB3N       20240101000580100000005000 0300000000000031   
0601VDB3N       20240101000585100000005000 0300000000000035   
0601VDB3N       20240101000590100000005000 0300000000000039   
0601VDB3N       20240101000595100000005000 0300000000000044   
0601VDB3N       20240101000600100000005000 0300000000000048   
0601VDB3N       20240101000605100000005000 0300000000000053   
0601VDB3N       20240101000610100000005000 0300000000000059   
0601VDB3N       20240101000615100000005000 0300000000000066   
0601VDB3N       20240101000620100000005000 0300000000000071   
0601VDB3N       20240101000625100000005000 0300000000000079   
0601VDB3N       20240101000630100000005000 0300000000000084   
0601VDB3N       20240101000635100000005000 0300000000000090   
0601VDB3N       20240101000640100000005000 0300000000000096   
0601VDB3N       20240101000645100000005000 0300000000000104   
0601VDB3N       20240101000650100000005000 0300000000000111   
0601VDB3N       20240101000655100000005000 0300000000000119   
0601VDB3N       20240101000660100000005000 0300000000000126   
0601VDB3N       20240101000665100000005000 0300000000000135   
0601VDB3N       20240101000670100000005000 0300000000000142   
0601VDB3N       20240101000675100000005000 0300000000000149   
0601VDB3N       20240101000680100000005000 0300000000000156   
0601VDB3N       20240101000685100000005000 0300000000000164   
0601VDB3N       20240101000690100000005000 0300000000000170   
0601VDB3N       20240101000695100000005000 0300000000000177   
0601VDB3N       20240101000700100000005000 0300000000000184   
0601VDB3N       20240101000705100000005000 0300000000000192   
0601VDB3N       20240101000710100000005000 0300000000000198   
0601VDB3N       20240101000715100000005000 0300000000000205   
0601VDB3N       20240101000720100000005000 0300000000000214   
0601VDB3N       20240101000725100000005000 0300000000000223   
0601VDB3N       20240101000730100000005000 0300000000000230   
0601VDB3N       20240101000735100000005000 0300000000000240   
0601VDB3N       20240101000740100000005000 0300000000000247   
0601VDB3N       20240101000745100000005000 0300000000000255   
0601VDB3N       20240101000750100000005000 0300000000000261   
0601VDB3N       20240101000755100000005000 0300000000000271   
0601VDB3N       20240101000760100000005000 0300000000000277   
0601VDB3N       20240101000765100000005000 0300000000000285   
0601VDB3N       20240101000770100000005000 0300000000000291   
0601VDB3N       20240101000775100000005000 0300000000000300   
0601VDB3N       20240101000780100000005000 0300000000000308   
0601VDB3N       20240101000785100000005000 0300000000000316   
0601VDB3N       20240101000790100000005000 0300000000000323   
0601VDB3N       20240101000795100000005000 0300000000000331   
0601VDB3N       20240101000800100000005000 0300000000000342   
0601VDB3N       20240101000805100000005000 0300000000000349   
0601VDB3N       20240101000810100000005000 0300000000000357   
0601VDB3N       20240101000815100000005000 0300000000000365   
0601VDB3N       20240101000820100000005000 0300000000000375   
0601VDB3N       20240101000825100000005000 0300000000000382   
0601VDB3N       20240101000830100000005000 0300000000000390   
0601VDB3N       20240101000835100000005000 0300000000000397   
0601VDB3N       20240101000840100000005000 0300000000000406   
0601VDB3N       20240101000845100000005000 0300000000000413   
0601VDB3N       20240101000850100000005000 0300000000000420   
0601VDB3N       20240101000855100000005000 0300000000000427   
0601VDB3N       20240101000860100000005000 0300000000000437   
0601VDB3N       20240101000865100000005000 0300000000000445   
0601VDB3N       20240101000870100000005000 0300000000000453   
0601VDB3N       20240101000875100000005000 0300000000000461   
0601VDB3N       20240101000880100000005000 0300000000000472   
0601VDB3N       20240101000885100000005000 0300000000000479   
0601VDB3N       20240101000890100000005000 0300000000000488   
0601VDB3N       20240101000895100000005000 0300000000000497   
0601VDB3N       20240101000900100000005000 0300000000000505   
0601VDB3N       20240101000905100000005000 0300000000000512   
0601VDB3N       20240101000910100000005000 0300000000000522   
0601VDB3N       20240101000915100000005000 0300000000000529   
0601VDB3N       20240101000920100000005000 0300000000000537   
0601VDB3N       20240101000925100000005000 0300000000000544   
0601VDB3N       20240101000930100000005000 0300000000000553   
0601VDB3N       20240101000935100000005000 0300000000000560   
0601VDB3N       20240101000940100000005000 0300000000000568   
0601VDB3N       20240101000945100000005000 0300000000000574   
0601VDB3N       20240101000950100000005000 0300000000000583   
0601VDB3N       20240101000955100000005000 0300000000000590   
0601VDB3N       20240101000960100000005000 0300000000000597   
0601VDB3N       20240101000965100000005000 0300000000000603   
0601VDB3N       20240101000970100000005000 0300000000000612   
0601VDB3N       20240101000975100000005000 0300000000000618   
0601VDB3N       20240101000980100000005000 0300000000000625   
